ID,OffensiveYardarge,RB,TE,Down,ToGo,TotalToGo,Formation,EPA,RusherStrength,BlockerStrength,DefenderStrength
19004,28,1,1,1,10,47,3-4,1.733552,0.011854745019880705,0.03659961964607415,0.018107554822396062
19012,5,1,2,1,10,61,4-3,0.081347,0.046262635908784364,0.05799156209254766,0.027846709665011758
19019,9,1,1,1,10,55,4-3,0.607469,0.046262635908784364,0.05799156209254766,0.01190189320581626
19026,3,1,2,1,10,79,3-4,-0.332951,0.011854745019880705,0.03659961964607415,0.02128258912982699
19029,3,1,1,1,10,58,4-3,-0.117249,0.046262635908784364,0.05799156209254766,0.01785730374576775
19031,2,1,2,3,1,49,4-3,0.410329,0.046262635908784364,0.05799156209254766,0.022744706150402593
19034,7,1,1,3,5,42,4-3,1.322366,0.046262635908784364,0.05799156209254766,0.013353791902692896
19035,10,1,1,1,10,35,4-3,0.593345,0.046262635908784364,0.05799156209254766,0.01190189320581626
19036,2,1,1,1,10,25,4-3,-0.25122,0.046262635908784364,0.05799156209254766,0.013446068797346661
19045,1,1,2,1,10,61,3-4,-0.430063,0.011854745019880705,0.03659961964607415,0.015753079252805197
19049,-1,1,2,2,1,71,4-3,-1.173088,0.046262635908784364,0.05799156209254766,0.021292807453525957
19050,0,1,3,3,2,72,4-3,-1.59689,0.046262635908784364,0.05799156209254766,0.027846709665011758
19053,7,1,1,2,14,46,3-4,-0.047925,0.011854745019880705,0.03659961964607415,0.016495532680184298
19055,-1,1,3,1,10,75,4-3,-0.744225,0.046262635908784364,0.05799156209254766,0.027846709665011758
19057,1,1,1,1,10,22,3-4,-0.331085,0.011854745019880705,0.03659961964607415,0.016495532680184298
19060,1,1,1,1,10,75,4-3,-0.491758,0.046262635908784364,0.05799156209254766,0.027846709665011758
19064,2,1,1,3,1,41,3-4,0.24695,0.046262635908784364,0.05799156209254766,0.02626380516514792
19075,7,1,2,1,10,55,3-4,0.354449,0.011854745019880705,0.03659961964607415,0.018621728353718028
19077,0,1,1,1,10,43,3-4,-0.537914,0.011854745019880705,0.03659961964607415,0.013415578251554658
19079,-4,1,1,1,10,27,3-4,-0.737585,0.011854745019880705,0.03659961964607415,0.011720350336600578
19082,6,1,1,1,10,60,4-3,0.161078,0.046262635908784364,0.05799156209254766,0.022159223735619207
19083,3,1,1,2,4,54,4-3,0.15733,0.046262635908784364,0.05799156209254766,0.027846709665011758
19087,0,1,2,1,10,75,4-3,-0.654398,0.011854745019880705,0.03659961964607415,0.014477701896580554
19089,0,1,1,1,10,59,3-4,-0.53081,0.011854745019880705,0.03659961964607415,0.015683163408962912
19090,9,1,1,2,10,59,3-4,0.832371,0.011854745019880705,0.03659961964607415,0.015683163408962912
19091,7,1,1,3,1,50,3-4,-4.315782,0.011854745019880705,0.03659961964607415,0.013195372879536368
19092,11,1,1,1,10,57,4-3,0.725215,0.046262635908784364,0.05799156209254766,0.010420580925982085
19093,6,1,1,1,10,46,4-3,0.126573,0.046262635908784364,0.05799156209254766,0.010420580925982085
19095,-1,1,2,1,10,66,3-4,-0.678689,0.011854745019880705,0.03659961964607415,0.021932484546804097
19098,2,1,2,1,10,43,3-4,-0.316601,0.011854745019880705,0.03659961964607415,0.015103183835828088
19106,6,1,1,1,10,28,4-3,0.118944,0.046262635908784364,0.05799156209254766,0.010886779795149714
19107,5,1,1,2,4,22,4-3,0.534601,0.046262635908784364,0.05799156209254766,0.010886779795149714
19121,-1,1,3,1,10,33,4-3,-0.660679,0.046262635908784364,0.05799156209254766,0.027846709665011758
19126,0,1,2,2,4,69,3-4,-0.871402,0.013113629576540367,0.029233425629286713,0.028170037538271943
19128,1,1,1,1,10,74,4-3,-0.503125,0.02520849962944511,0.029556172413161892,0.022203792236259123
19131,1,1,2,1,10,77,3-4,-0.532819,0.013113629576540367,0.029233425629286713,0.028189512403790383
19134,3,1,1,2,10,67,3-4,-0.527123,0.013113629576540367,0.029233425629286713,0.028170037538271943
19137,22,1,2,2,5,75,3-4,1.477341,0.02520849962944511,0.029556172413161892,0.02164209418860426
19138,2,1,2,1,10,53,4-3,-0.283339,0.02520849962944511,0.029556172413161892,0.030681475053018555
19140,-1,1,1,1,10,40,4-3,-0.673584,0.02520849962944511,0.029556172413161892,0.03240166386128494
19142,2,1,2,3,1,31,3-4,0.90544500000000006,0.02520849962944511,0.029556172413161892,0.03240166386128494
19143,2,1,2,1,10,29,4-3,-0.269028,0.02520849962944511,0.029556172413161892,0.015565176841194506
19151,3,1,1,1,10,62,3-4,-0.12171,0.013113629576540367,0.029233425629286713,0.028170037538271943
19154,1,2,1,1,10,25,3-4,-0.320373,0.013113629576540367,0.029233425629286713,0.026570195695980032
19161,2,1,2,1,10,27,4-3,-0.257198,0.02520849962944511,0.029556172413161892,0.022203792236259123
19167,3,1,1,1,10,66,3-4,-0.199623,0.013113629576540367,0.029233425629286713,0.029724523009769806
19168,-1,1,2,2,7,63,3-4,-0.970812,0.013113629576540367,0.029233425629286713,0.02525412114319693
19171,4,1,1,2,6,47,3-4,0.013977,0.013113629576540367,0.029233425629286713,0.028170037538271943
19178,3,1,2,2,10,66,3-4,-0.508371,0.013113629576540367,0.029233425629286713,0.029121718433626962
19181,30,1,2,2,5,67,4-3,1.791735,0.02520849962944511,0.029556172413161892,0.018213769155248607
19186,2,1,2,1,10,67,3-4,-0.310702,0.013113629576540367,0.029233425629286713,0.028189512403790383
19187,0,1,2,2,8,65,3-4,-0.848592,0.013113629576540367,0.029233425629286713,0.028189512403790383
19191,2,1,1,1,10,45,4-3,-0.306122,0.02520849962944511,0.029556172413161892,0.022341818961091605
19192,-2,1,1,2,8,43,4-3,-1.110417,0.02520849962944511,0.029556172413161892,0.024197072761021916
19197,6,1,1,1,10,43,4-3,0.213347,0.02520849962944511,0.029556172413161892,0.026845665075076016
19198,-3,1,1,2,4,37,4-3,-1.198842,0.02520849962944511,0.029556172413161892,0.026845665075076016
19199,4,1,1,3,7,40,0-0,-0.549103,0.02520849962944511,0.029556172413161892,0.011853977342424823
19200,0,2,1,4,3,36,4-3,-2.96867,0.02520849962944511,0.029556172413161892,0.011853977342424823
19202,-2,1,2,2,10,64,3-4,-1.212386,0.013113629576540367,0.029233425629286713,0.023604663336696464
19205,5,1,1,2,3,65,4-3,0.16231400000000001,0.02520849962944511,0.029556172413161892,0.015754581317630002
19206,2,1,1,1,10,60,4-3,-0.240961,0.02520849962944511,0.029556172413161892,0.019693226647037505
19207,1,1,1,2,8,58,4-3,-0.648109,0.02520849962944511,0.029556172413161892,0.018213769155248607
19216,2,1,1,2,5,75,3-4,-0.41962699999999997,0.013113629576540367,0.029233425629286713,0.026570195695980032
19218,-3,1,1,1,10,67,0-0,-0.875123,0.013113629576540367,0.029233425629286713,0.028854698191850662
19222,1,1,2,2,2,58,4-3,-0.61253,0.02520849962944511,0.029556172413161892,0.019693226647037505
19223,-2,1,2,3,1,57,4-3,-2.322602,0.02520849962944511,0.029556172413161892,0.025632117269614778
19226,8,1,1,1,10,75,0-0,0.801611,0.013113629576540367,0.029233425629286713,0.023183780035307334
19227,1,1,1,2,2,67,0-0,-0.73496,0.013113629576540367,0.029233425629286713,0.023183780035307334
19229,4,1,1,1,10,75,4-3,-0.05709,0.01625963808332278,0.0361047542210841,0.03134001221138046
19230,5,1,1,2,6,71,4-3,0.123741,0.01625963808332278,0.0361047542210841,0.03134001221138046
19231,-1,1,1,3,1,66,3-4,-1.758135,0.01625963808332278,0.0361047542210841,0.033826642651059745
19233,7,2,1,2,10,77,3-4,0.270362,0.03732296859373035,0.03967516837635983,0.02388148731981813
19237,4,1,1,1,10,74,4-3,-0.052949,0.01625963808332278,0.0361047542210841,0.022423007749057693
19241,2,1,3,2,3,52,3-4,-0.074384,0.03732296859373035,0.03967516837635983,0.02674109687121545
19243,8,1,2,1,10,24,3-4,0.391944,0.03732296859373035,0.03967516837635983,0.02969075780742726
19249,1,2,1,1,10,75,3-4,-0.517927,0.03732296859373035,0.03967516837635983,0.024693395852467714
19252,1,1,1,2,10,62,3-4,-0.819066,0.03732296859373035,0.03967516837635983,0.02519185416726081
19257,11,1,3,1,10,49,3-4,0.552221,0.03732296859373035,0.03967516837635983,0.018766156599112283
19258,12,1,2,1,10,38,3-4,0.82451,0.03732296859373035,0.03967516837635983,0.021474709863744203
19264,7,1,1,1,10,75,4-3,0.534373,0.01625963808332278,0.0361047542210841,0.03134001221138046
19265,2,1,1,2,3,68,3-4,-0.467722,0.01625963808332278,0.0361047542210841,0.03192441940765858
19266,2,1,1,3,1,66,4-3,0.577031,0.01625963808332278,0.0361047542210841,0.03134001221138046
19267,0,1,1,1,10,64,4-3,-0.529164,0.01625963808332278,0.0361047542210841,0.03134001221138046
19268,5,1,1,2,10,64,3-4,-0.08961,0.01625963808332278,0.0361047542210841,0.022423007749057693
19270,13,1,1,4,1,55,4-3,2.494224,0.01625963808332278,0.0361047542210841,0.026386827375104418
19271,4,1,2,1,10,42,4-3,-0.142087,0.01625963808332278,0.0361047542210841,0.023080164753284997
19274,-1,1,1,4,2,34,4-3,-3.669787,0.01625963808332278,0.0361047542210841,0.03177761113124727
19275,5,2,1,1,10,64,3-4,0.147551,0.03732296859373035,0.03967516837635983,0.02969075780742726
19276,-1,1,2,2,5,59,3-4,-0.97582,0.03732296859373035,0.03967516837635983,0.02922222011546856
19289,-1,2,3,1,10,75,3-4,-0.78828,0.03732296859373035,0.03967516837635983,0.02388148731981813
19291,6,1,3,1,10,57,3-4,0.20964,0.03732296859373035,0.03967516837635983,0.02922222011546856
19292,2,2,1,2,4,51,3-4,-0.255163,0.03732296859373035,0.03967516837635983,0.024693395852467714
19296,-4,2,1,1,10,21,3-4,-0.630892,0.03732296859373035,0.03967516837635983,0.024693395852467714
19299,2,1,1,1,10,75,4-3,-0.359615,0.01625963808332278,0.0361047542210841,0.03134001221138046
19302,7,2,2,1,10,68,3-4,0.515739,0.03732296859373035,0.03967516837635983,0.02922222011546856
19307,0,1,1,1,10,75,3-4,-0.619987,0.01625963808332278,0.0361047542210841,0.025447723618221566
19308,23,1,1,2,10,75,4-3,1.923362,0.01625963808332278,0.0361047542210841,0.025447723618221566
19310,7,1,1,2,8,50,4-3,0.669938,0.01625963808332278,0.0361047542210841,0.025447723618221566
19312,2,1,1,1,10,36,4-3,-0.356099,0.01625963808332278,0.0361047542210841,0.03134001221138046
19314,17,1,1,3,10,36,0-0,2.291727,0.01625963808332278,0.0361047542210841,0.03259711269019809
19318,11,2,1,1,10,75,3-4,0.707095,0.03732296859373035,0.03967516837635983,0.024693395852467714
19321,8,1,2,1,10,24,3-4,0.391944,0.03732296859373035,0.03967516837635983,0.02388148731981813
19328,8,1,1,2,6,54,3-4,0.842219,0.01625963808332278,0.0361047542210841,0.03134001221138046
19330,2,1,1,2,10,46,4-3,-0.672684,0.01625963808332278,0.0361047542210841,0.025447723618221566
19335,3,1,1,1,10,78,3-4,-0.296174,0.01625963808332278,0.0361047542210841,0.025447723618221566
19338,2,1,3,1,10,49,3-4,-0.315497,0.03732296859373035,0.03967516837635983,0.024693395852467714
19339,3,1,3,2,8,47,4-3,-0.452845,0.03732296859373035,0.03967516837635983,0.019432128233567172
19346,-1,2,3,1,10,44,4-3,-0.647417,0.03732296859373035,0.03967516837635983,0.01542457895946617
19347,-3,1,1,1,10,77,3-4,-0.958994,0.034504702145227065,0.03653071949347159,0.002108483545559782
19350,12,2,1,1,10,70,3-4,0.603495,0.04642580956145555,0.03904400711263111,0.009946645208608527
19352,2,2,1,2,10,58,3-4,-0.541197,0.04642580956145555,0.03904400711263111,0.009946645208608527
19353,4,2,2,1,10,41,3-4,-0.152712,0.04642580956145555,0.03904400711263111,0.009946645208608527
19355,2,1,1,3,1,32,4-3,0.461155,0.04642580956145555,0.03904400711263111,0.011317008469627738
19361,-1,1,1,1,10,58,3-4,-0.680302,0.034504702145227065,0.03653071949347159,0.002108483545559782
19363,3,1,1,3,4,52,3-4,-0.920985,0.034504702145227065,0.03653071949347159,0.002108483545559782
19364,5,3,0,4,1,49,4-3,2.073871,0.034504702145227065,0.03653071949347159,0.002108483545559782
19365,1,1,0,1,10,44,3-4,-0.42528,0.034504702145227065,0.03653071949347159,0.002108483545559782
19371,1,1,1,2,13,74,3-4,-0.597117,0.04642580956145555,0.03904400711263111,0.013334704898917799
19374,1,1,1,2,10,58,3-4,-0.770114,0.04642580956145555,0.03904400711263111,0.015156678489858974
19375,2,1,1,1,10,72,4-3,-0.326178,0.034504702145227065,0.03653071949347159,0.002108483545559782
19376,9,1,1,2,8,70,3-4,0.984222,0.034504702145227065,0.03653071949347159,0.002108483545559782
19377,2,1,1,1,10,61,4-3,-0.266068,0.034504702145227065,0.03653071949347159,0.0073669598954969944
19379,7,1,1,3,3,54,4-3,1.017958,0.034504702145227065,0.03653071949347159,0.0073669598954969944
19380,4,2,0,1,10,47,4-3,-0.109107,0.034504702145227065,0.03653071949347159,0.0031587826190266543
19386,4,1,0,1,10,73,4-3,-0.055822,0.034504702145227065,0.03653071949347159,0.010804617260387976
19393,4,1,1,1,10,62,3-4,-0.023705,0.034504702145227065,0.03653071949347159,0.00353516454795826
19396,8,1,1,1,10,68,3-4,0.608161,0.04642580956145555,0.03904400711263111,0.013914702927848395
19398,15,1,1,1,10,28,3-4,0.826596,0.04642580956145555,0.03904400711263111,0.013914702927848395
19413,5,3,1,1,10,42,3-4,-0.029902,0.04642580956145555,0.03904400711263111,0.009946645208608527
19415,10,2,1,1,10,31,3-4,0.576473,0.04642580956145555,0.03904400711263111,0.013334704898917799
19416,16,2,1,1,10,21,3-4,0.789655,0.04642580956145555,0.03904400711263111,0.011459995464921666
19419,0,1,1,1,10,75,3-4,-0.654398,0.034504702145227065,0.03653071949347159,0.0070349127183163785
19423,4,1,1,2,10,45,4-3,-0.367141,0.034504702145227065,0.03653071949347159,0.0017321016166281758
19424,1,1,1,3,6,41,3-4,-1.244012,0.034504702145227065,0.03653071949347159,0.0017321016166281758
19427,3,2,2,2,10,41,3-4,-0.457316,0.04642580956145555,0.03904400711263111,0.010072330584136409
19433,5,2,1,1,10,65,3-4,0.13977,0.034504702145227065,0.03653071949347159,0.008417258968963866
19443,0,1,1,3,1,58,4-3,-1.934066,0.034504702145227065,0.03653071949347159,0.002108483545559782
19444,15,1,1,4,1,58,3-4,3.083861,0.034504702145227065,0.03653071949347159,0.002108483545559782
19451,5,1,1,1,10,54,3-4,0.011955,0.04642580956145555,0.03904400711263111,0.016386388777170413
19454,-2,1,1,1,10,33,3-4,-0.777775,0.04642580956145555,0.03904400711263111,0.013914702927848395
19455,1,2,1,2,12,35,3-4,-0.560314,0.04642580956145555,0.03904400711263111,0.018031654086338885
19461,4,2,1,1,10,33,3-4,-0.065912,0.04642580956145555,0.03904400711263111,0.011459995464921666
19462,27,2,1,2,6,29,3-4,2.234572,0.04642580956145555,0.03904400711263111,0.017781883051131875
19471,5,2,1,1,10,48,3-4,0.035466,0.04642580956145555,0.03904400711263111,0.010589818884393584
19472,6,2,1,2,5,43,3-4,0.46982,0.04642580956145555,0.03904400711263111,0.010589818884393584
19473,3,2,1,1,10,37,3-4,-0.260301,0.04642580956145555,0.03904400711263111,0.010589818884393584
19474,1,2,1,2,7,34,3-4,-0.374734,0.04642580956145555,0.03904400711263111,0.008824849070327986
19475,7,2,1,3,6,33,3-4,1.270418,0.04642580956145555,0.03904400711263111,0.008824849070327986
19476,-1,2,2,1,10,26,3-4,-0.470391,0.04642580956145555,0.03904400711263111,0.005583416013411674
19477,-1,2,2,2,11,27,3-4,-0.789343,0.04642580956145555,0.03904400711263111,0.005583416013411674
19478,-1,2,2,3,12,28,3-4,-1.209076,0.04642580956145555,0.03904400711263111,0.005583416013411674
19479,3,2,1,1,10,74,3-4,-0.208373,0.02954692254945959,0.037711463390559655,0.016653999732533224
19482,3,1,1,1,10,50,3-4,-0.198822,0.02954692254945959,0.037711463390559655,0.01717787576385297
19488,4,1,3,1,10,77,3-4,-0.093475,0.015147672864145013,0.03651305666637595,0.03100961328017658
19489,4,1,2,1,10,55,3-4,-0.069994,0.015147672864145013,0.03651305666637595,0.03100961328017658
19491,2,1,1,1,10,35,3-4,-0.315358,0.015147672864145013,0.03651305666637595,0.015753703240428362
19495,14,1,1,2,3,73,3-4,0.626904,0.02954692254945959,0.037711463390559655,0.02120680392157238
19497,2,2,1,2,1,50,3-4,0.096586,0.02954692254945959,0.037711463390559655,0.01251774796902623
19500,2,2,1,3,2,40,3-4,0.587093,0.02954692254945959,0.037711463390559655,0.02484918897954895
19501,6,1,1,1,10,38,3-4,0.130408,0.02954692254945959,0.037711463390559655,0.01725422953211516
19502,5,1,1,2,4,32,3-4,0.491082,0.02954692254945959,0.037711463390559655,0.01725422953211516
19504,0,1,1,2,29,46,0-0,0.547245,0.02954692254945959,0.037711463390559655,0.015823037028469315
19507,9,1,2,2,6,60,3-4,0.691578,0.015147672864145013,0.03651305666637595,0.020992427678221556
19509,10,1,2,2,1,42,3-4,0.632738,0.015147672864145013,0.03651305666637595,0.020992427678221556
19511,2,1,1,2,10,32,3-4,-0.325677,0.015147672864145013,0.03651305666637595,0.01825787293184168
19515,4,2,1,1,10,61,3-4,-0.020287,0.02954692254945959,0.037711463390559655,0.017604579370173068
19516,7,2,1,2,6,57,3-4,0.679323,0.02954692254945959,0.037711463390559655,0.017604579370173068
19518,11,1,1,2,2,42,3-4,0.524952,0.02954692254945959,0.037711463390559655,0.02490748101942268
19522,5,1,1,1,10,48,3-4,0.009872,0.015147672864145013,0.03651305666637595,0.03100961328017658
19525,2,1,2,2,10,35,3-4,-0.277503,0.015147672864145013,0.03651305666637595,0.026052211117397826
19533,15,2,1,1,10,53,3-4,0.828224,0.02954692254945959,0.037711463390559655,0.019874314223333925
19535,5,2,1,2,10,38,3-4,0.045778,0.02954692254945959,0.037711463390559655,0.019547208095321435
19536,0,2,1,3,5,33,3-4,-0.974354,0.02954692254945959,0.037711463390559655,0.019547208095321435
19538,3,1,2,2,4,69,3-4,-0.382116,0.015147672864145013,0.03651305666637595,0.024925476885494124
19539,3,1,2,3,1,66,4-3,0.791686,0.015147672864145013,0.03651305666637595,0.017238091388874867
19540,3,1,3,1,10,63,3-4,-0.146459,0.015147672864145013,0.03651305666637595,0.024925476885494124
19543,7,1,1,1,10,67,3-4,0.40086,0.02954692254945959,0.037711463390559655,0.01887728999156403
19544,0,1,1,2,3,60,3-4,-0.797333,0.02954692254945959,0.037711463390559655,0.01887728999156403
19548,4,1,2,1,10,72,4-3,-0.056364,0.015147672864145013,0.03651305666637595,0.026052211117397826
19549,4,1,2,2,6,68,3-4,-0.301255,0.015147672864145013,0.03651305666637595,0.026052211117397826
19551,4,1,1,1,10,41,3-4,-0.071244,0.015147672864145013,0.03651305666637595,0.03100961328017658
19552,7,1,2,2,6,37,3-4,0.844937,0.015147672864145013,0.03651305666637595,0.03100961328017658
19553,1,1,2,1,10,30,3-4,-0.36163,0.015147672864145013,0.03651305666637595,0.027879401165909933
19556,2,2,1,1,10,75,3-4,-0.359615,0.02954692254945959,0.037711463390559655,0.020913663388086853
19560,-1,1,3,2,4,70,4-3,-1.109861,0.015147672864145013,0.03651305666637595,0.023684511996903412
19564,-1,2,1,1,10,55,3-4,-0.600246,0.02954692254945959,0.037711463390559655,0.01725422953211516
19566,6,2,1,1,10,51,4-3,0.175641,0.02954692254945959,0.037711463390559655,0.015848814871463578
19567,7,2,1,2,4,45,4-3,0.493888,0.02954692254945959,0.037711463390559655,0.015848814871463578
19568,4,2,1,1,10,38,3-4,-0.163672,0.02954692254945959,0.037711463390559655,0.01725422953211516
19574,2,1,1,1,10,36,3-4,-0.320742,0.015147672864145013,0.03651305666637595,0.024925476885494124
19575,4,1,1,2,8,34,4-3,-0.099244,0.015147672864145013,0.03651305666637595,0.024925476885494124
19581,12,1,2,2,8,78,3-4,1.344877,0.015147672864145013,0.03651305666637595,0.03100961328017658
19582,1,1,2,1,10,66,3-4,-0.436197,0.015147672864145013,0.03651305666637595,0.026188681688316735
19583,-1,1,2,2,9,65,0-0,-1.054042,0.015147672864145013,0.03651305666637595,0.016702138917518046
19594,-1,1,1,1,10,67,3-4,-0.640755,0.02954692254945959,0.037711463390559655,0.018704743465283488
19597,3,1,3,1,10,75,3-4,-0.221613,0.0656582180798903,0.040371172852227945,0.01646751618928885
19600,28,1,2,2,10,61,0-0,2.011797,0.0656582180798903,0.040371172852227945,0.010267345134761633
19604,6,1,1,1,10,21,3-4,0.143629,0.0656582180798903,0.040371172852227945,0.007577000276724847
19612,3,1,3,2,2,40,3-4,0.119819,0.0656582180798903,0.040371172852227945,0.007331279563834454
19616,7,1,2,1,10,75,3-4,0.587494,0.043873864767647694,0.039822578434078174,0.017518515835793697
19617,1,1,2,2,3,68,3-4,-0.871311,0.043873864767647694,0.039822578434078174,0.017518515835793697
19619,8,1,1,1,10,52,3-4,0.388826,0.043873864767647694,0.039822578434078174,0.017518515835793697
19621,5,2,2,1,10,33,3-4,0.127007,0.043873864767647694,0.039822578434078174,0.014813061889668662
19627,5,1,1,1,10,39,3-4,-0.03893,0.0656582180798903,0.040371172852227945,0.006494611681472243
19631,7,1,1,2,2,59,4-3,0.009399,0.043873864767647694,0.039822578434078174,0.023953377001185973
