PlayerId,Player,RosterPosition,RunDefSnaps,RunDefPoints,PassRushSnaps,PassRushPoints,PassCovSnaps,PassCovPoints,RunDefPPS,PassRushPPS,PassCovPPS,RunDefTRUE,PassRushTRUE,PassCovTRUE
4701,Duke Riley,LB,69,-1,45,2,236,2,-0.014492753623188406,0.044444444444444446,0.00847457627118644,-0.007019328585961343,0.01272984441301273,0.007746340182498522
8462,Jamien Sherwood,LB,14,1,1,0,11,0,0.07142857142857142,0,0,0.0026871401151631474,0,0
8470,Talanoa Hufanga,S,338,21,44,7,597,31,0.0621301775147929,0.1590909090909091,0.051926298157453935,0.05935675937850178,0.04412607449856734,0.051123462042065596
5210,Jaire Alexander,CB,392,18,0,NA,458,35,0.04591836734693878,NA,0.07641921397379912,0.04436173423196862,NA,0.07448123333116503
8469,Deommodore Lenoir,CB,275,14,13,1,557,0,0.05090909090909091,0.07692307692307693,0,0.04758961681087762,0.0025086839058278657,0
9137,Micheal Clemons,DE,158,9,140,3,0,NA,0.056962025316455694,0.02142857142857143,NA,0.04720802071575592,0.016976556184316895,NA
27,Cameron Heyward,DT,287,18,471,16,3,0,0.0627177700348432,0.03397027600849257,0,0.058934927443643335,0.033152671218413456,0
7209,Juan Thornhill,S,327,7,10,1,642,20,0.021406727828746176,0.1,0.03115264797507788,0.020390892246294184,0.0019569471624266144,0.030731966510772944
7656,Jacob Phillips,LB,139,2,22,2,141,0,0.014388489208633094,0.09090909090909091,0,0.011365494685200329,0.007991282237559027,0
8394,Ta'Quon Graham,DT,182,6,262,3,6,0,0.03296703296703297,0.011450381679389313,0,0.028507283454289146,0.010635131112494249,0
9052,Matthew Butler,DT,32,0,22,0,1,0,0,0,0,0,0,0
3644,Reggie Ragland,LB,55,3,1,0,10,0,0.05454545454545454,0,0,0.020420792079207918,0,0
4847,Samson Ebukam,DE,181,8,338,17,10,0,0.04419889502762431,0.05029585798816568,0,0.03816351272995625,0.04805070997307287,0
6463,Chris Board,LB,25,0,33,2,91,-1,0,0.06060606060606061,-0.01098901098901099,0,0.01078079059131003,-0.0068052647322763985
7286,John Cominsky,DE,180,0,332,7,16,2,0,0.02108433734939759,0.125,0,0.020111461109764958,0.006069802731411229
8793,Michael Dwumfour,DT,17,3,21,1,0,NA,0.17647058823529413,0.047619047619047616,NA,0.009611760271390879,0.003844745514463567,NA
8794,Camilo Eifler,LB,3,0,0,NA,1,0,0,NA,0,0,NA,0
7820,Trevon Diggs,CB,439,23,6,0,621,19,0.05239179954441914,0,0.030595813204508857,0.05095377472749294,0,0.030156263577858316
4594,Ifeadi Odenigbo,DE,15,2,13,0,3,0,0.13333333333333333,0,0,0.0057251908396946565,0,0
9513,Rayshad Nichols,DT,14,1,1,0,0,NA,0.07142857142857142,0,NA,0.0026871401151631474,0,NA
8186,Breiden Fehoko,DT,158,1,105,0,1,0,0.006329113924050633,0,0,0.005245335635083992,0,0
8329,Monty Rice,LB,156,10,22,2,165,3,0.0641025641025641,0.09090909090909091,0.01818181818181818,0.052895700528957,0.007991282237559027,0.015282494597097868
550,Tony Jefferson,S,19,1,31,0,104,3,0.05263157894736842,0,0.028846153846153848,0.003531598513011152,0,0.019597989949748745
6819,C.J. Moore,S,28,-1,1,0,71,3,-0.03571428571428571,0,0.04225352112676056,-0.004817618719889882,0,0.021064082278481017
6980,Rock Ya-Sin,CB,249,9,8,1,375,23,0.03614457831325301,0.125,0.06133333333333333,0.03332342007434944,0.0015772870662460567,0.059075342465753425
7192,Donovan Wilson,S,374,17,48,6,499,27,0.045454545454545456,0.125,0.05410821643286573,0.04377280550774527,0.03917301414581066,0.052939096267190566
8551,Asante Samuel Jr.,CB,371,15,2,0,547,35,0.04043126684636118,0,0.06398537477148081,0.038912818504740855,0,0.06282074840200029
9506,Keir Thomas,DE,40,0,23,0,7,0,0,0,0,0,0,0
7096,Dexter Lawrence,DT,335,5,483,18,3,0,0.014925373134328358,0.037267080745341616,0,0.014248043552228648,0.03641130450806627,0
6612,Joshua Kalu,S,126,8,16,0,321,12,0.06349206349206349,0,0.037383177570093455,0.04799542900676125,0,0.035547516657130726
9153,Troy Andersen,LB,203,6,49,3,210,-8,0.029556650246305417,0.061224489795918366,-0.0380952380952381,0.026243212962164954,0.019731543624161078,-0.03407016832285541
9008,Otito Ogbonnia,DT,83,0,47,-1,0,NA,0,-0.02127659574468085,NA,0,-0.006477398015435502,NA
9178,Cam Taylor-Britt,CB,221,10,7,0,341,-1,0.04524886877828054,0,-0.002932551319648094,0.04087899078835411,0,-0.0028037690549407176
6231,Bradley Chubb,LB,126,1,194,9,49,0,0.007936507936507936,0.04639175257731959,0,0.005999428625845156,0.0407658183516227,0
6586,Grant Haley,CB,36,1,0,NA,87,-2,0.027777777777777776,NA,-0.022988505747126436,0.005685407454200884,NA,-0.013748419721871049
4399,Derek Barnett,DE,5,0,5,0,0,NA,0,0,NA,0,0,NA
9309,A.J. Thomas,S,4,0,1,0,9,-1,0,0,-0.1111111111111111,0,0,-0.001768172888015717
7529,Saivion Smith,CB,1,0,0,NA,1,-2,0,NA,-2,0,NA,-3.9984006397441024e-4
8308,K.J. Britt,LB,23,0,1,0,20,1,0,0,0.05,0,0,0.003690036900369004
9105,JT Woods,S,10,1,0,NA,18,-3,0.1,NA,-0.16666666666666666,0.0019569471624266144,NA,-0.010108573567952077
7270,Anthony Nelson,DE,255,10,281,11,67,2,0.0392156862745098,0.03914590747330961,0.029850746268656716,0.036283437677859985,0.03669191139811495,0.014022603599832567
8428,Tre Norwood,S,63,2,7,1,158,11,0.031746031746031744,0.14285714285714285,0.06962025316455696,0.01395039858281665,0.0013844936708860757,0.05769869198592391
8433,Brandon Stephens,S,147,6,8,0,279,15,0.04081632653061224,0,0.053763440860215055,0.03296456869487218,0,0.05034889316650626
4284,Joey Bosa,LB,56,3,93,4,4,0,0.05357142857142857,0.043010752688172046,0,0.0205078125,0.02707029544462233,0
4746,Budda Baker,S,332,32,62,3,523,18,0.0963855421686747,0.04838709677419355,0.03441682600382409,0.0919381079303541,0.020884796766225018,0.03373564783624557
4978,Myles Garrett,DE,315,17,451,28,6,0,0.05396825396825397,0.06208425720620843,0,0.05122441170843696,0.060463869151360775,0
9117,Myjai Sanders,LB,70,5,159,10,21,-2,0.07142857142857142,0.06289308176100629,-0.09523809523809523,0.035105315947843524,0.05223390275952694,-0.007689491028927134
7347,Chauncey Gardner-Johnson,S,255,7,21,3,427,15,0.027450980392156862,0.14285714285714285,0.0351288056206089,0.02539840637450199,0.0115342365433907,0.034113423805364404
6298,Kyzir White,LB,290,1,52,0,471,12,0.0034482758620689655,0,0.025477707006369428,0.0032442107618301822,0,0.024864503413810097
3779,Deion Jones,LB,152,2,25,2,223,9,0.013157894736842105,0.08,0.04035874439461883,0.01075877689694224,0.008849557522123894,0.03652278352016305
6511,Ogbonnia Okoronkwo,DE,231,10,248,12,9,1,0.04329004329004329,0.04838709677419355,0.1111111111111111,0.039425177498634625,0.044582933844678804,0.001768172888015717
6467,Sean Chandler,S,28,2,1,0,36,0,0.07142857142857142,0,0,0.009635237439779764,0,0
5143,Al-Quadin Muhammad,DE,290,2,267,3,15,0,0.006896551724137931,0.011235955056179775,0,0.0064884215236603645,0.010462929097654004,0
226,Leonard Williams,DE,235,3,326,6,6,0,0.01276595744680851,0.018404907975460124,0,0.011660602050942773,0.017526567624236124,0
6254,Chris Lammons,CB,2,0,1,0,17,-4,0,0,-0.23529411764705882,0,0,-0.012815680361854504
8302,Aaron Patrick,LB,0,NA,2,0,0,NA,NA,0,NA,NA,0,NA
5022,Tarell Basham,DE,46,2,88,1,1,0,0.043478260869565216,0.011363636363636364,0,0.012845573862049705,0.0068578553615960105,0
7279,Devin White,LB,396,6,172,14,458,6,0.015151515151515152,0.08139534883720931,0.013100436681222707,0.014647498335511553,0.06928300149614455,0.012768211428199719
7375,Greg Gaines,DT,257,6,440,3,2,0,0.023346303501945526,0.006818181818181818,0,0.021625108686506044,0.006631832797427652,0
6802,Amani Hooker,S,156,5,30,2,304,2,0.03205128205128205,0.06666666666666667,0.006578947368421052,0.0264478502644785,0.01011804384485666,0.006221858370855505
6378,Josh Sweat,DE,211,8,339,16,16,4,0.037914691943127965,0.0471976401179941,0.25,0.03394192873803588,0.045102278396806916,0.012139605462822459
722,Darius Slay,CB,360,13,11,0,596,19,0.03611111111111111,0,0.031879194630872486,0.03467694131594546,0,0.03138476547343215
3808,Antwaun Woods,DT,7,1,5,0,0,NA,0.14285714285714285,0,NA,0.0013844936708860757,0,NA
995,Aaron Donald,DT,209,10,381,17,3,0,0.04784688995215311,0.04461942257217848,0,0.042749028431172016,0.04302453800268364,0
3457,Jonathan Bullard,DE,155,4,151,0,0,NA,0.025806451612903226,0,NA,0.021247429746401644,0,NA
3520,Andrew Billings,DT,240,7,206,3,2,0,0.029166666666666667,0.014563106796116505,0,0.026734563971992364,0.012971747617648294,0
4469,Jonathan Allen,DT,301,12,454,12,10,6,0.03986710963455149,0.02643171806167401,0.6,0.03766344810327209,0.025750342676182824,0.011741682974559686
6470,Foyesade Oluokun,LB,420,23,99,5,565,9,0.05476190476190476,0.050505050505050504,0.01592920353982301,0.05312946870531294,0.03322147651006711,0.015656270205363466
379,Chris Harris Jr,CB,125,3,22,3,207,7,0.024,0.13636363636363635,0.033816425120772944,0.01807228915662651,0.011986923356338539,0.030152322290660893
9103,Reed Blankenship,S,105,10,2,0,171,15,0.09523809523809523,0,0.08771929824561403,0.06509609423434594,0,0.07453795187725211
4142,Matthias Farley,S,0,NA,0,NA,7,0,NA,NA,0,NA,NA,0
2777,TY McGill,DT,72,5,104,1,1,0,0.06944444444444445,0.009615384615384616,0,0.035101404056162244,0.006532663316582915,0
8241,La'Darius Hamilton,LB,14,1,10,0,0,NA,0.07142857142857142,0,NA,0.0026871401151631474,0,NA
6275,Jerome Baker,LB,342,3,113,5,492,7,0.008771929824561403,0.04424778761061947,0.014227642276422764,0.008388795316664758,0.03159601834246728,0.013912003748646769
7394,Ugo Amadi,S,30,1,2,0,23,0,0.03333333333333333,0,0,0.00505902192242833,0,0
7730,Kindle Vildor,CB,229,10,2,0,265,11,0.043668122270742356,0,0.04150943396226415,0.03970868735911219,0,0.038614386011392235
5025,Grover Stewart,DT,368,12,366,6,2,0,0.03260869565217391,0.01639344262295082,0,0.031365418489686915,0.015762047630668522,0
8405,Jaycee Horn,CB,330,12,23,4,421,30,0.03636363636363636,0.17391304347826086,0.07125890736342043,0.03466690011380548,0.016570605187319884,0.0691441022215896
2802,Brandon Copeland,LB,17,0,33,0,2,0,0,0,0,0,0,0
9457,De'Shaan Dixon,DE,4,0,0,NA,0,NA,0,NA,NA,0,NA,NA
1370,Nickell Robey-Coleman,CB,3,0,3,0,8,1,0,0,0.125,0,0,0.0015772870662460567
5073,Tanoh Kpassagnon,DE,153,6,182,2,6,0,0.0392156862745098,0.01098901098901099,0,0.032140606400112036,0.009502427818096383,0
933,Carlos Dunlap,DE,172,10,345,21,18,1,0.05813953488372093,0.06086956521739131,0.05555555555555555,0.04948785821153182,0.058253598134598385,0.0033695245226506923
7806,K'Von Wallace,S,46,5,5,0,109,3,0.10869565217391304,0,0.027522935779816515,0.032113934655124264,0,0.019246615656268395
3462,Leonard Floyd,LB,351,9,457,17,87,1,0.02564102564102564,0.037199124726477024,0.011494252873563218,0.024573713361130126,0.03625190148665926,0.006874209860935524
3590,Matt Judon,LB,291,12,434,27,93,5,0.041237113402061855,0.06221198156682028,0.053763440860215055,0.03881207486773662,0.06046751638371433,0.03383786930577791
9530,Donovan Jeter,DT,6,0,10,0,0,NA,0,0,NA,0,0,NA
7844,Jonah Williams,DE,158,1,160,1,0,NA,0.006329113924050633,0.00625,NA,0.005245335635083992,0.005201560468140442,NA
7390,Nick Scott,S,367,14,9,0,563,15,0.03814713896457766,0,0.02664298401420959,0.03668532586965214,0,0.026183448464028373
4993,Tyus Bowser,LB,139,1,145,6,56,4,0.007194244604316547,0.041379310344827586,0.07142857142857142,0.0056827473426001645,0.03324417271685136,0.02734375
8517,Patrick Johnson,LB,85,3,100,2,16,-1,0.03529411764705882,0.02,-0.0625,0.020714865962632008,0.013245033112582783,-0.0030349013657056147
8398,Kwity Paye,DE,196,4,316,8,4,0,0.02040816326530612,0.02531645569620253,0,0.017976703659543243,0.024036815882554293,0
6402,Jacob Martin,DE,53,1,87,4,5,0,0.018867924528301886,0.04597701149425287,0,0.0067412872042737215,0.027496839443742097,0
4432,Chidobe Awuzie,CB,178,7,5,0,272,28,0.03932584269662921,0,0.10294117647058823,0.03380174705658944,0,0.09609367114161703
6297,Justin Jones,DT,326,9,371,8,6,0,0.027607361963190184,0.0215633423180593,0,0.026289851436354185,0.02075350320252846,0
4255,Hassan Ridgeway,DT,120,4,151,1,3,0,0.03333333333333333,0.006622516556291391,0,0.02459016393442623,0.005402117916428163,0
8368,Khyiris Tonga,DT,129,3,137,3,0,NA,0.023255813953488372,0.021897810218978103,NA,0.017776757005052823,0.017192336651886554,NA
1198,Marcus Peters,CB,227,12,8,0,465,13,0.05286343612334802,0,0.02795698924731183,0.04799492564662767,0,0.027267806396319184
6236,Derwin James,S,339,15,34,7,423,18,0.04424778761061947,0.20588235294117646,0.0425531914893617,0.042283385997006484,0.03844911147011308,0.0413014233639993
7147,Jerry Tillery,DT,79,0,155,0,8,1,0,0,0.125,0,0,0.0015772870662460567
9075,Bryan Cook,S,54,2,9,2,255,8,0.037037037037037035,0.2222222222222222,0.03137254901960784,0.013550815558343787,0.003536345776031434,0.029026750142287987
7028,Nasir Adderley,S,340,12,4,0,489,30,0.03529411764705882,0,0.06134969325153374,0.03373573672895651,0,0.05997301827398716
6836,Jahlani Tavai,LB,263,8,63,3,216,5,0.030418250950570342,0.047619047619047616,0.023148148148148147,0.02826741186586414,0.020925597874224978,0.02082048118445404
7709,Michael Ojemudia,CB,1,0,0,NA,1,0,0,NA,0,0,NA,0
9257,Christian Holmes,CB,58,3,2,0,41,-4,0.05172413793103448,0,-0.0975609756097561,0.020660175730230348,0,-0.024397500743826243
7227,Johnathan Abram,S,1,0,0,NA,0,NA,0,NA,NA,0,NA,NA
4952,Greg Mabin,CB,24,0,2,0,77,4,0,0,0.05194805194805195,0,0,0.027984735598764313
8731,Dicaprio Bootle,CB,1,0,1,0,9,0,0,0,0,0,0,0
8012,Tershawn Wharton,DT,32,1,99,0,8,0,0.03125,0,0,0.005284015852047556,0,0
4710,Jamal Adams,S,6,0,1,0,8,-4,0,0,-0.5,0,0,-0.006309148264984227
9355,J.J. Russell,LB,23,1,1,0,20,0,0.043478260869565216,0,0,0.004142651296829971,0,0
8521,Elerson Smith,LB,8,0,1,0,0,NA,0,0,NA,0,0,NA
9158,Tariq Carpenter,S,6,0,0,NA,10,0,0,NA,0,0,NA,0
548,Patrick Peterson,CB,400,19,15,0,650,49,0.0475,0,0.07538461538461538,0.04594921402660218,0,0.07438981665304215
1164,Cameron Jordan,DE,292,12,433,18,19,0,0.0410958904109589,0.04157043879907621,0,0.03869428861698838,0.04039974704802977,0
9298,Verone McKinley III,S,43,1,12,0,180,10,0.023255813953488372,0,0.05555555555555555,0.006239117817759721,0,0.04789781798829164
6375,Avonte Maddox,CB,139,11,9,1,293,18,0.07913669064748201,0.1111111111111111,0.06143344709897611,0.0625102207686018,0.001768172888015717,0.05786574795374251
9016,Marquan McCall,DT,101,2,74,0,0,NA,0.019801980198019802,0,NA,0.01320088877270945,0,NA
7958,Bryce Huff,DE,15,-2,164,10,2,0,-0.13333333333333333,0.06097560975609756,0,-0.0057251908396946565,0.0511540860885839,0
9434,Dee Alford,CB,30,2,14,1,196,5,0.06666666666666667,0.07142857142857142,0.025510204081632654,0.01011804384485666,0.0026871401151631474,0.022470879574429056
3427,Javon Hargrave,DT,251,4,429,12,5,0,0.01593625498007968,0.027972027972027972,0,0.014710191642735744,0.027170528315828363,0
4905,Deatrich Wise Jr,DE,309,11,482,15,12,0,0.03559870550161812,0.03112033195020747,0,0.03372358368885802,0.030402933483595875,0
6664,Jeremy Reaves,S,63,6,4,0,72,3,0.09523809523809523,0,0.041666666666666664,0.041851195748449956,0,0.021060842433697345
7239,Clelin Ferrell,DE,168,1,228,7,64,2,0.005952380952380952,0.03070175438596491,0.03125,0.005031145184475323,0.0278962455428931,0.013973799126637555
4754,Davon Godchaux,DT,315,6,312,1,2,0,0.01904761904761905,0.003205128205128205,0,0.018079204132389518,0.0030392768079800497,0
4424,Dalvin Tomlinson,DT,231,9,290,7,1,0,0.03896103896103896,0.02413793103448276,0,0.03548265974877116,0.022709475332811275,0
2707,Denzel Perryman,LB,227,11,71,2,244,14,0.048458149779735685,0.028169014084507043,0.05737704918032787,0.0439953485094087,0.014042721518987344,0.05273232479160235
7779,Isaiah Simmons,LB,288,9,68,9,504,6,0.03125,0.1323529411764706,0.011904761904761904,0.029377096744945146,0.06314486174164259,0.011652281134401971
2786,Henry Anderson,DE,99,7,89,0,2,0,0.0707070707070707,0,0,0.04651006711409396,0,0
6235,Rashaan Evans,LB,457,18,100,5,507,13,0.03938730853391685,0.05,0.02564102564102564,0.03838436627999216,0.033112582781456956,0.025103216075808586
9176,Andrew Booth Jr.,CB,43,1,2,0,57,-4,0.023255813953488372,0,-0.07017543859649122,0.006239117817759721,0,-0.02745003611846858
6824,Amani Oruwariye,CB,162,5,3,0,273,7,0.030864197530864196,0,0.02564102564102564,0.02579125007960262,0,0.023946768251422265
7870,Carter Coughlin,LB,2,0,3,0,1,0,0,0,0,0,0,0
8620,Christian Elliss,LB,7,0,2,0,12,1,0,0,0.08333333333333333,0,0,0.0023273855702094642
175,Dontae Johnson,CB,8,0,2,0,8,1,0,0,0.125,0,0,0.0015772870662460567
2186,William Gholston,DE,246,10,211,1,5,0,0.04065040650406504,0.004739336492890996,0,0.03740762142270612,0.004242741092254485,0
2365,Jason Pierre-Paul,LB,187,7,293,9,17,4,0.0374331550802139,0.030716723549488054,0.23529411764705882,0.03259786831357705,0.028932873976871255,0.012815680361854504
9099,Quentin Lake,S,31,-1,1,0,31,-2,-0.03225806451612903,0,-0.06451612903225806,-0.005173564753004006,0,-0.010347129506008012
7166,Rashad Fenton,CB,87,2,6,0,201,-2,0.022988505747126436,0,-0.009950248756218905,0.013748419721871049,0,-0.00881540283320907
9123,Nik Bonitto,LB,117,1,178,8,42,-2,0.008547008547008548,0.0449438202247191,-0.047619047619047616,0.0062214186961608,0.038630568064673645,-0.012342051131354687
3899,Myles Jack,LB,291,13,58,1,316,3,0.044673539518900345,0.017241379310344827,0.00949367088607595,0.04204641444004801,0.0068867252434101165,0.00901380595595786
6296,Uchenna Nwosu,LB,367,18,410,24,90,0,0.04904632152588556,0.05853658536585366,0,0.04716684754669561,0.05671142873609591,0
3547,Dean Lowry,DT,266,4,181,3,1,0,0.015037593984962405,0.016574585635359115,0,0.013995948541211754,0.014311317273733594,0
8554,Chris Rumph II,LB,107,-3,159,5,20,0,-0.028037383177570093,0.031446540880503145,0,-0.019388741241845857,0.02611695137976347,0
7017,T.J. Edwards,LB,394,5,64,4,546,18,0.012690355329949238,0.0625,0.03296703296703297,0.012264209674407021,0.02794759825327511,0.03236493206262226
7723,Josh Metellus,S,105,2,5,0,142,5,0.01904761904761905,0,0.035211267605633804,0.013019218846869188,0,0.028056587370584054
794,DaQuan Jones,DT,220,5,381,6,1,0,0.022727272727272728,0.015748031496062992,0,0.020514733308466992,0.015185131059770696,0
8340,Andre Cisco,S,370,9,19,2,549,18,0.024324324324324326,0.10526315789473684,0.03278688524590164,0.023406199479862236,0.007063197026022304,0.03219416843134061
6781,Jonathan Harris,DT,85,4,113,0,0,NA,0.047058823529411764,0,NA,0.027619821283509344,0,NA
6380,Sam Hubbard,DE,286,10,435,18,58,-1,0.03496503496503497,0.041379310344827586,-0.017241379310344827,0.032842608116487905,0.04022398027329703,-0.0068867252434101165
6335,Abdullah Anderson,DT,252,3,158,0,2,0,0.011904761904761904,0,0,0.010995404037465822,0,0
3002,Carl Davis,DT,109,1,96,2,0,NA,0.009174311926605505,0.020833333333333332,NA,0.0064155385520894654,0.013415315818893235,NA
9276,Theo Jackson,S,3,0,0,NA,12,0,0,NA,0,0,NA,0
8369,Eric Stokes,CB,212,8,2,0,236,5,0.03773584905660377,0,0.0211864406779661,0.03381449876385677,0,0.019365850456246305
6411,Ezekiel Turner,LB,40,3,11,0,52,-2,0.075,0,-0.038461538461538464,0.018072289156626505,0,-0.013408973697782363
6667,Jalen Davis,CB,18,1,4,0,28,4,0.05555555555555555,0,0.14285714285714285,0.0033695245226506923,0,0.01927047487955953
9274,Sam Roberts,DT,9,0,29,0,0,NA,0,0,NA,0,0,NA
69,Jamie Collins,LB,26,0,2,0,11,0,0,0,0,0,0,0
3413,Tyler Matakevich,LB,2,-1,0,NA,0,NA,-0.5,NA,NA,-3.9952057530962844e-4,NA,NA
9167,Baylon Spector,LB,1,0,0,NA,11,0,0,NA,0,0,NA,0
7613,Jabari Zuniga,DE,11,0,13,0,0,NA,0,0,NA,0,0,NA
8480,Damar Hamlin,S,292,13,22,3,481,9,0.04452054794520548,0.13636363636363635,0.018711018711018712,0.041918812668404075,0.011986923356338539,0.018278008123559168
9083,Percy Butler,S,34,3,5,0,91,2,0.08823529411764706,0,0.02197802197802198,0.016478190630048465,0,0.013610529464552797
9039,DeMarvin Leal,DT,74,3,89,2,5,0,0.04054054054054054,0.02247191011235955,0,0.021042654028436022,0.013681783243658723,0
3855,Jarran Reed,DT,292,11,375,7,0,NA,0.03767123287671233,0.018666666666666668,NA,0.03546976456557268,0.017979452054794523,NA
9068,Jaquan Brisker,S,431,19,36,3,430,10,0.04408352668213457,0.08333333333333333,0.023255813953488372,0.0428312900121344,0.017056222362602652,0.022592339620658857
7664,Markus Bailey,LB,32,1,4,0,17,-2,0.03125,0,-0.11764705882352941,0.005284015852047556,0,-0.006407840180927252
7731,Jaylon Johnson,CB,294,17,5,0,319,4,0.05782312925170068,0,0.012539184952978056,0.05448599149678404,0,0.011916324243556218
1798,Bradley Roby,CB,229,4,10,1,359,9,0.017467248908296942,0.1,0.025069637883008356,0.015883474943644876,0.0019569471624266144,0.024068831942789033
3434,Cory Littleton,LB,190,7,27,3,134,-3,0.03684210526315789,0.1111111111111111,-0.022388059701492536,0.032211189149915234,0.014072272411396802,-0.017410134257254222
6422,Donte Jackson,CB,164,6,7,0,249,8,0.036585365853658534,0,0.0321285140562249,0.03069245165315034,0,0.029620817843866172
3753,David Onyemata,DT,278,3,358,6,9,0,0.01079136690647482,0.01675977653631285,0,0.010101499479179283,0.01608723656026722,0
6967,Bobby Okereke,LB,389,12,46,1,476,4,0.030848329048843187,0.021739130434782608,0.008403361344537815,0.029787505583561993,0.0064227869310248525,0.008205057487114956
3792,Romeo Okwara,DE,42,0,62,1,5,0,0,0.016129032258064516,0,0,0.006961598922075007,0
8736,Malik Herring,DE,27,1,55,1,1,0,0.037037037037037035,0.01818181818181818,0,0.004690757470465601,0.006806930693069307,0
8311,Payton Turner,DE,69,7,92,3,2,0,0.10144927536231885,0.03260869565217391,0,0.0491353001017294,0.020359988197108287,0
9148,Brian Asamoah,LB,45,1,16,0,53,3,0.022222222222222223,0,0.05660377358490566,0.006364922206506365,0,0.020223861612821168
390,Melvin Ingram III,LB,131,2,283,17,65,2,0.015267175572519083,0.06007067137809187,0.03076923076923077,0.01175309528081823,0.0563533711287073,0.013993541442411198
7600,Daniel Thomas,S,11,0,0,NA,18,0,0,NA,0,0,NA,0
8500,Osa Odighizuwa,DT,258,9,324,9,5,0,0.03488372093023256,0.027777777777777776,0,0.03232992676338726,0.026436990027198546,0
9545,Jack Gibbens,LB,78,3,14,0,108,3,0.038461538461538464,0,0.027777777777777776,0.020963984948933884,0,0.019317910803720483
2335,Nick Bellore,LB,6,0,0,NA,1,0,0,NA,0,0,NA,0
4624,Michael Davis,CB,332,19,4,1,420,37,0.0572289156626506,0.25,0.0880952380952381,0.054588251583647746,7.968127490039841e-4,0.08546914530854692
6941,Tyrel Dodson,LB,64,0,21,3,120,-1,0,0.14285714285714285,-0.008333333333333333,0,0.0115342365433907,-0.006147540983606557
6535,Tre Herndon,CB,112,6,7,1,282,-3,0.05357142857142857,0.14285714285714285,-0.010638297872340425,0.038060715903942006,0.0013844936708860757,-0.009975709265853831
8819,Naquan Jones,DT,77,2,69,1,0,NA,0.025974025974025976,0.014492753623188406,NA,0.013992367799382156,0.007019328585961343,NA
9231,Joshua Williams,CB,135,10,6,1,272,11,0.07407407407407407,0.16666666666666666,0.04044117647058824,0.05779109589041096,0.0011900039666798887,0.03775108509134955
432,Christian Jones,LB,12,1,4,0,4,0,0.08333333333333333,0,0,0.0023273855702094642,0,0
7065,P.J. Locke,S,25,1,1,0,77,-1,0.04,0,-0.012987012987012988,0.004424778761061947,0,-0.006996183899691078
8491,Christian Barmore,DT,88,5,222,0,3,0,0.056818181818181816,0,0,0.03428927680798005,0,0
3661,Shaq Lawson,DE,175,10,257,9,11,1,0.05714285714285714,0.03501945525291829,0.09090909090909091,0.04888268156424581,0.03243766302975906,0.0021434138737334374
8419,Garret Wallow,LB,68,2,3,0,37,5,0.029411764705882353,0,0.13513513513513514,0.014032191498142797,0,0.02887917577271308
6426,Marquis Haynes,DE,127,-1,274,13,42,2,-0.007874015748031496,0.04744525547445255,0.047619047619047616,-0.005974783590515619,0.04433105164903547,0.012342051131354687
2747,Steven Nelson,CB,441,19,6,3,461,27,0.04308390022675737,0.5,0.05856832971800434,0.04191134542471564,0.0035700119000396666,0.05710104504041618
9278,Ja'Sir Taylor,CB,69,3,3,0,81,1,0.043478260869565216,0,0.012345679012345678,0.021057985757884028,0,0.006957567428276928
7661,Khalid Kareem,DE,25,0,35,1,0,NA,0,0.02857142857142857,NA,0,0.005591054313099041,NA
7792,Terrell Burgess,S,34,2,1,0,41,0,0.058823529411764705,0,0,0.01098546042003231,0,0
4849,Carlos Watkins,DT,157,9,112,-1,0,NA,0.05732484076433121,-0.008928571428571428,NA,0.0474065624370932,-0.006343452650657001,NA
9332,Kingsley Jonathan,DE,15,1,17,0,0,NA,0.06666666666666667,0,NA,0.0028625954198473282,0,NA
4867,Harvey Langi,LB,26,-2,4,1,20,-1,-0.07692307692307693,0.25,-0.05,-0.009119607155384075,7.968127490039841e-4,-0.003690036900369004
9235,Martin Emerson,CB,275,9,8,1,456,27,0.03272727272727273,0.125,0.05921052631578947,0.030593325092707048,0.0015772870662460567,0.0576966334258079
7542,Isaiah Mack,DT,15,4,12,0,0,NA,0.26666666666666666,0,NA,0.011450381679389313,0,NA
9074,Matt Henningsen,DT,111,2,100,0,0,NA,0.018018018018018018,0,NA,0.01273519963285911,0,NA
6256,Taron Johnson,CB,318,13,34,0,562,20,0.040880503144654086,0,0.03558718861209965,0.03883805264839067,0,0.03497134465442463
7708,Derrek Tuszka,LB,55,1,38,2,9,0,0.01818181818181818,0.05263157894736842,0,0.006806930693069307,0.011724776303609998,0
1106,Devon Kennard,LB,35,0,48,0,6,0,0,0,0,0,0,0
8296,Elijah Campbell,CB,23,1,9,1,42,1,0.043478260869565216,0.1111111111111111,0.023809523809523808,0.004142651296829971,0.001768172888015717,0.006171025565677344
8270,David Bada,DE,15,0,9,0,0,NA,0,0,NA,0,0,NA
9427,Ben Stille,DT,5,1,4,0,0,NA,0.2,0,NA,9.940357852882705e-4,0,NA
9040,Quay Walker,LB,357,10,77,12,371,19,0.028011204481792718,0.15584415584415584,0.05121293800539083,0.0268813156032107,0.08395420679629294,0.049289570106005084
7318,Byron Murphy,CB,207,10,11,1,343,3,0.04830917874396135,0.09090909090909091,0.008746355685131196,0.04307474612951557,0.0021434138737334374,0.008366397814492
9442,Timmy Horne,DT,190,5,178,2,1,0,0.02631578947368421,0.011235955056179775,0,0.023007992249939452,0.009657642016168411,0
